"original","reviewed","changed","reviewed_symbol_valid"
"KLRD1","KLRD1",FALSE,TRUE
"KLRK1","KLRK1",FALSE,TRUE
"LAT2","LAT2",FALSE,TRUE
"MICA","MICA",FALSE,TRUE
"MICB","MICB",FALSE,TRUE
"NCR1","NCR1",FALSE,TRUE
"NCR2","NCR2",FALSE,TRUE
"NCR3","NCR3",FALSE,TRUE
"PRF1","PRF1",FALSE,TRUE
"PTK2B","PTK2B",FALSE,TRUE
"RAC3","RAC3",FALSE,TRUE
"RAET1E","RAET1E",FALSE,TRUE
"RAET1G","RAET1G",FALSE,TRUE
"RAET1L","RAET1L",FALSE,TRUE
"SH3BP2","SH3BP2",FALSE,TRUE
"SHC1","SHC1",FALSE,TRUE
"SHC2","SHC2",FALSE,TRUE
"SHC3","SHC3",FALSE,TRUE
"SHC4","SHC4",FALSE,TRUE
"TNFRSF10A","TNFRSF10A",FALSE,TRUE
"TNFRSF10B","TNFRSF10B",FALSE,TRUE
"TNFSF10","TNFSF10",FALSE,TRUE
"TYROBP","TYROBP",FALSE,TRUE
"ULBP1","ULBP1",FALSE,TRUE
"ULBP2","ULBP2",FALSE,TRUE
"ULBP3","ULBP3",FALSE,TRUE
"BIRC5","BIRC5",FALSE,TRUE
"CASP10","CASP10",FALSE,TRUE
"DDB1","DDB1",FALSE,TRUE
"DDX3X","DDX3X",FALSE,TRUE
"EGR3","EGR3",FALSE,TRUE
"HSPG2","HSPG2",FALSE,TRUE
"PCNA","PCNA",FALSE,TRUE
"SLC10A1","SLC10A1",FALSE,TRUE
"YWHAB","YWHAB",FALSE,TRUE
"YWHAQ","YWHAQ",FALSE,TRUE
"YWHAZ","YWHAZ",FALSE,TRUE
"DNA2","DNA2",FALSE,TRUE
"FEN1","FEN1",FALSE,TRUE
"LIG1","LIG1",FALSE,TRUE
"MCM2","MCM2",FALSE,TRUE
"MCM3","MCM3",FALSE,TRUE
"MCM4","MCM4",FALSE,TRUE
"MCM5","MCM5",FALSE,TRUE
"MCM6","MCM6",FALSE,TRUE
"MCM7","MCM7",FALSE,TRUE
"POLA1","POLA1",FALSE,TRUE
"POLA2","POLA2",FALSE,TRUE
"POLD1","POLD1",FALSE,TRUE
"POLD2","POLD2",FALSE,TRUE
"POLD3","POLD3",FALSE,TRUE
"POLD4","POLD4",FALSE,TRUE
"POLE","POLE",FALSE,TRUE
"POLE2","POLE2",FALSE,TRUE
"POLE3","POLE3",FALSE,TRUE
"POLE4","POLE4",FALSE,TRUE
"PRIM1","PRIM1",FALSE,TRUE
"PRIM2","PRIM2",FALSE,TRUE
"RFC1","RFC1",FALSE,TRUE
"RFC2","RFC2",FALSE,TRUE
"RFC3","RFC3",FALSE,TRUE
"RFC4","RFC4",FALSE,TRUE
"RFC5","RFC5",FALSE,TRUE
"RNASEH1","RNASEH1",FALSE,TRUE
"RNASEH2A","RNASEH2A",FALSE,TRUE
"RNASEH2B","RNASEH2B",FALSE,TRUE
"RNASEH2C","RNASEH2C",FALSE,TRUE
"RPA1","RPA1",FALSE,TRUE
"RPA2","RPA2",FALSE,TRUE
"RPA3","RPA3",FALSE,TRUE
"RPA4","RPA4",FALSE,TRUE
"SSBP1","SSBP1",FALSE,TRUE
"ACIN1","ACIN1",FALSE,TRUE
"AQR","AQR",FALSE,TRUE
"BCAS2","BCAS2",FALSE,TRUE
"BUD13","BUD13",FALSE,TRUE
"BUD31","BUD31",FALSE,TRUE
"CASC3","CASC3",FALSE,TRUE
"CCDC12","CCDC12",FALSE,TRUE
"CDC40","CDC40",FALSE,TRUE
"CDC5L","CDC5L",FALSE,TRUE
"CHERP","CHERP",FALSE,TRUE
"CRNKL1","CRNKL1",FALSE,TRUE
"CTNNBL1","CTNNBL1",FALSE,TRUE
"CWC15","CWC15",FALSE,TRUE
"CWC25","CWC25",FALSE,TRUE
"DDX23","DDX23",FALSE,TRUE
"DDX39B","DDX39B",FALSE,TRUE
"DDX42","DDX42",FALSE,TRUE
"DDX46","DDX46",FALSE,TRUE
"DDX5","DDX5",FALSE,TRUE
"DHX15","DHX15",FALSE,TRUE
"DHX16","DHX16",FALSE,TRUE
"DHX38","DHX38",FALSE,TRUE
"DHX8","DHX8",FALSE,TRUE
"EFTUD2","EFTUD2",FALSE,TRUE
"EIF4A3","EIF4A3",FALSE,TRUE
"GPKOW","GPKOW",FALSE,TRUE
"HNRNPC","HNRNPC",FALSE,TRUE
"HNRNPCL1","HNRNPCL1",FALSE,TRUE
"HNRNPCL2","HNRNPCL2",FALSE,TRUE
"HNRNPCL3","HNRNPCL3",FALSE,TRUE
"HNRNPCL4","HNRNPCL4",FALSE,TRUE
"HNRNPK","HNRNPK",FALSE,TRUE
"HNRNPM","HNRNPM",FALSE,TRUE
"HNRNPU","HNRNPU",FALSE,TRUE
"ISY1","ISY1",FALSE,TRUE
"ISY1-RAB43","ISY1-RAB43",FALSE,TRUE
"LSM2","LSM2",FALSE,TRUE
"LSM3","LSM3",FALSE,TRUE
"LSM4","LSM4",FALSE,TRUE
"LSM5","LSM5",FALSE,TRUE
"LSM6","LSM6",FALSE,TRUE
"LSM7","LSM7",FALSE,TRUE
"LSM8","LSM8",FALSE,TRUE
"MAGOH","MAGOH",FALSE,TRUE
"MAGOHB","MAGOHB",FALSE,TRUE
"NCBP2","NCBP2",FALSE,TRUE
"NCBP2L","NCBP2L",FALSE,TRUE
"PCBP1","PCBP1",FALSE,TRUE
"PHF5A","PHF5A",FALSE,TRUE
"PLRG1","PLRG1",FALSE,TRUE
"PPIE","PPIE",FALSE,TRUE
"PPIH","PPIH",FALSE,TRUE
"PPIL1","PPIL1",FALSE,TRUE
"PQBP1","PQBP1",FALSE,TRUE
"PRPF18","PRPF18",FALSE,TRUE
"PRPF19","PRPF19",FALSE,TRUE
"PRPF3","PRPF3",FALSE,TRUE
"PRPF31","PRPF31",FALSE,TRUE
"PRPF38A","PRPF38A",FALSE,TRUE
"PRPF38B","PRPF38B",FALSE,TRUE
"PRPF4","PRPF4",FALSE,TRUE
"PRPF40A","PRPF40A",FALSE,TRUE
"PRPF40B","PRPF40B",FALSE,TRUE
"PRPF6","PRPF6",FALSE,TRUE
"PRPF8","PRPF8",FALSE,TRUE
"PUF60","PUF60",FALSE,TRUE
"RBM17","RBM17",FALSE,TRUE
"RBM22","RBM22",FALSE,TRUE
"RBM25","RBM25",FALSE,TRUE
"RBM8A","RBM8A",FALSE,TRUE
"RBMX","RBMX",FALSE,TRUE
"RBMX2","RBMX2",FALSE,TRUE
"RBMXL1","RBMXL1",FALSE,TRUE
"RNU1-1","RNU1-1",FALSE,TRUE
"RNU1-2","RNU1-2",FALSE,TRUE
"RNU1-3","RNU1-3",FALSE,TRUE
"RNU1-4","RNU1-4",FALSE,TRUE
"RNU2-1","RNU2-1",FALSE,TRUE
"RNU2-2","RNU2-2P",TRUE,TRUE
"RNU2-63P","RNU2-63P",FALSE,TRUE
"RNU4-1","RNU4-1",FALSE,TRUE
"RNU4-2","RNU4-2",FALSE,TRUE
"RNU5A-1","RNU5A-1",FALSE,TRUE
"RNU5B-1","RNU5B-1",FALSE,TRUE
"RNU5D-1","RNU5D-1",FALSE,TRUE
"RNU5E-1","RNU5E-1",FALSE,TRUE
"RNU5F-1","RNU5F-1",FALSE,TRUE
"RNU6-1","RNU6-1",FALSE,TRUE
"RNU6-2","RNU6-2",FALSE,TRUE
"RNU6-7","RNU6-7",FALSE,TRUE
"RNU6-8","RNU6-8",FALSE,TRUE
"RNU6-9","RNU6-9",FALSE,TRUE
"RNVU1-1","RNVU1-1",FALSE,TRUE
"RNVU1-14","RNVU1-14",FALSE,TRUE
"RNVU1-15","RNVU1-15",FALSE,TRUE
"RNVU1-17","RNVU1-17",FALSE,TRUE
"RNVU1-18","RNVU1-18",FALSE,TRUE
"RNVU1-19","RNVU1-19",FALSE,TRUE
"RNVU1-26","RNVU1-26",FALSE,TRUE
"RNVU1-27","RNVU1-27",FALSE,TRUE
"RNVU1-28","RNVU1-28",FALSE,TRUE
"RNVU1-2A","RNVU1-2A",FALSE,TRUE
"RNVU1-3","RNVU1-3",FALSE,TRUE
"RNVU1-30","RNVU1-30",FALSE,TRUE
"RNVU1-31","RNVU1-31",FALSE,TRUE
"RNVU1-4","RNVU1-4",FALSE,TRUE
"RNVU1-6","RNVU1-6",FALSE,TRUE
"RNVU1-7","RNVU1-7",FALSE,TRUE
"RNVU1-8","RNVU1-8",FALSE,TRUE
"RP9","RP9",FALSE,TRUE
"SART1","SART1",FALSE,TRUE
"SF1","SF1",FALSE,TRUE
"SF3A1","SF3A1",FALSE,TRUE
"SF3A2","SF3A2",FALSE,TRUE
"SF3A3","SF3A3",FALSE,TRUE
"SF3B1","SF3B1",FALSE,TRUE
"SF3B2","SF3B2",FALSE,TRUE
"SF3B3","SF3B3",FALSE,TRUE
"SF3B4","SF3B4",FALSE,TRUE
"SF3B5","SF3B5",FALSE,TRUE
"SF3B6","SF3B6",FALSE,TRUE
"SLU7","SLU7",FALSE,TRUE
"SMNDC1","SMNDC1",FALSE,TRUE
"SNIP1","SNIP1",FALSE,TRUE
"SNRNP200","SNRNP200",FALSE,TRUE
"SNRNP27","SNRNP27",FALSE,TRUE
"SNRNP40","SNRNP40",FALSE,TRUE
"SNRNP70","SNRNP70",FALSE,TRUE
"SNRPA","SNRPA",FALSE,TRUE
"SNRPA1","SNRPA1",FALSE,TRUE
"SNRPB","SNRPB",FALSE,TRUE
"SNRPB2","SNRPB2",FALSE,TRUE
"SNRPC","SNRPC",FALSE,TRUE
"SNRPD1","SNRPD1",FALSE,TRUE
"SNRPD2","SNRPD2",FALSE,TRUE
"SNRPD3","SNRPD3",FALSE,TRUE
"SNRPE","SNRPE",FALSE,TRUE
"SNRPF","SNRPF",FALSE,TRUE
"SNRPG","SNRPG",FALSE,TRUE
"SRSF1","SRSF1",FALSE,TRUE
"SRSF10","SRSF10",FALSE,TRUE
"SRSF2","SRSF2",FALSE,TRUE
"SRSF4","SRSF4",FALSE,TRUE
"SRSF5","SRSF5",FALSE,TRUE
"SRSF6","SRSF6",FALSE,TRUE
"SRSF8","SRSF8",FALSE,TRUE
"SRSF9","SRSF9",FALSE,TRUE
"SYF2","SYF2",FALSE,TRUE
"TCERG1","TCERG1",FALSE,TRUE
"THOC1","THOC1",FALSE,TRUE
"THOC2","THOC2",FALSE,TRUE
"THOC3","THOC3",FALSE,TRUE
"THOC5","THOC5",FALSE,TRUE
"THOC6","THOC6",FALSE,TRUE
"THOC7","THOC7",FALSE,TRUE
"TRA2A","TRA2A",FALSE,TRUE
"TRA2B","TRA2B",FALSE,TRUE
"TXNL4A","TXNL4A",FALSE,TRUE
"U1 spliceosomal RNA","U1 spliceosomal RNA",FALSE,FALSE
"U2 spliceosomal RNA","U2 spliceosomal RNA",FALSE,FALSE
"U2AF1","U2AF1",FALSE,TRUE
"U2AF1L4","U2AF1L4",FALSE,TRUE
"U2AF1L5","LOC102724594",TRUE,TRUE
"U2AF2","U2AF2",FALSE,TRUE
"U2SURP","U2SURP",FALSE,TRUE
"U4 spliceosomal RNA","U4 spliceosomal RNA",FALSE,FALSE
"U6 spliceosomal RNA","U6 spliceosomal RNA",FALSE,FALSE
"USP39","USP39",FALSE,TRUE
"WBP11","WBP11",FALSE,TRUE
"XAB2","XAB2",FALSE,TRUE
"YJU2","YJU2",FALSE,TRUE
"ZMAT2","ZMAT2",FALSE,TRUE
"ARHGEF6","ARHGEF6",FALSE,TRUE
"BRCA2","BRCA2",FALSE,TRUE
"ERBB2","ERBB2",FALSE,TRUE
"RAD51","RAD51",FALSE,TRUE
"RALA","RALA",FALSE,TRUE
"RALB","RALB",FALSE,TRUE
"RALBP1","RALBP1",FALSE,TRUE
"RALGDS","RALGDS",FALSE,TRUE
"TGFA","TGFA",FALSE,TRUE
"AP2A1","AP2A1",FALSE,TRUE
"AP2A2","AP2A2",FALSE,TRUE
"AP2B1","AP2B1",FALSE,TRUE
"AP2M1","AP2M1",FALSE,TRUE
"AP2S1","AP2S1",FALSE,TRUE
"BBC3","BBC3",FALSE,TRUE
"CLTA","CLTA",FALSE,TRUE
"CLTB","CLTB",FALSE,TRUE
"CLTC","CLTC",FALSE,TRUE
"CLTCL1","CLTCL1",FALSE,TRUE
"KCNJ10","KCNJ10",FALSE,TRUE
"NRF1","NRF1",FALSE,TRUE
"POLR2A","POLR2A",FALSE,TRUE
"POLR2B","POLR2B",FALSE,TRUE
"POLR2C","POLR2C",FALSE,TRUE
"POLR2D","POLR2D",FALSE,TRUE
"POLR2E","POLR2E",FALSE,TRUE
"POLR2F","POLR2F",FALSE,TRUE
"POLR2G","POLR2G",FALSE,TRUE
"POLR2H","POLR2H",FALSE,TRUE
"POLR2I","POLR2I",FALSE,TRUE
"POLR2J","POLR2J",FALSE,TRUE
"POLR2J2","POLR2J2",FALSE,TRUE
"POLR2J3","POLR2J3",FALSE,TRUE
"POLR2K","POLR2K",FALSE,TRUE
"POLR2L","POLR2L",FALSE,TRUE
"PPARG","PPARG",FALSE,TRUE
"PPARGC1A","PPARGC1A",FALSE,TRUE
"RCOR1","RCOR1",FALSE,TRUE
"REST","REST",FALSE,TRUE
"SLC1A3","SLC1A3",FALSE,TRUE
"TAF4","TAF4",FALSE,TRUE
"TAF4B","TAF4B",FALSE,TRUE
"TFAM","TFAM",FALSE,TRUE
"TGM2","TGM2",FALSE,TRUE
"UCP1","UCP1",FALSE,TRUE
"ACSL1","ACSL1",FALSE,TRUE
"ACSL3","ACSL3",FALSE,TRUE
"ACSL4","ACSL4",FALSE,TRUE
"ACSL5","ACSL5",FALSE,TRUE
"ACSL6","ACSL6",FALSE,TRUE
"ACTL6A","ACTL6A",FALSE,TRUE
"ACTL6B","ACTL6B",FALSE,TRUE
"ADCY10","ADCY10",FALSE,TRUE
"ADRB3","ADRB3",FALSE,TRUE
"AKT1S1","AKT1S1",FALSE,TRUE
"ARID1A","ARID1A",FALSE,TRUE
"ARID1B","ARID1B",FALSE,TRUE
"BMP8A","BMP8A",FALSE,TRUE
"BMP8B","BMP8B",FALSE,TRUE
"CNR1","CNR1",FALSE,TRUE
"COA1","COA1",FALSE,TRUE
"COA3","COA3",FALSE,TRUE
"COA4","COA4",FALSE,TRUE
"COA5","COA5",FALSE,TRUE
"COA6","COA6",FALSE,TRUE
"COA7","COA7",FALSE,TRUE
"COX14","COX14",FALSE,TRUE
"COX16","COX16",FALSE,TRUE
"COX18","COX18",FALSE,TRUE
"COX19","COX19",FALSE,TRUE
"COX20","COX20",FALSE,TRUE
"CPT1A","CPT1A",FALSE,TRUE
"CPT1C","CPT1C",FALSE,TRUE
"DPF1","DPF1",FALSE,TRUE
"DPF3","DPF3",FALSE,TRUE
"FGF21","FGF21",FALSE,TRUE
"FRS2","FRS2",FALSE,TRUE
"GCG","GCG",FALSE,TRUE
"KDM1A","KDM1A",FALSE,TRUE
"KDM3A","KDM3A",FALSE,TRUE
"KDM3B","KDM3B",FALSE,TRUE
"KLB","KLB",FALSE,TRUE
"LIPE","LIPE",FALSE,TRUE
"MGLL","MGLL",FALSE,TRUE
"MLST8","MLST8",FALSE,TRUE
"NDUFAF1","NDUFAF1",FALSE,TRUE
"NDUFAF2","NDUFAF2",FALSE,TRUE
"NDUFAF3","NDUFAF3",FALSE,TRUE
"NDUFAF4","NDUFAF4",FALSE,TRUE
"NDUFAF5","NDUFAF5",FALSE,TRUE
"NDUFAF6","NDUFAF6",FALSE,TRUE
"NDUFAF7","NDUFAF7",FALSE,TRUE
"NDUFAF8","NDUFAF8",FALSE,TRUE
"NPPA","NPPA",FALSE,TRUE
"NPPB","NPPB",FALSE,TRUE
"NPR1","NPR1",FALSE,TRUE
"PLIN1","PLIN1",FALSE,TRUE
"PNPLA2","PNPLA2",FALSE,TRUE
"PRDM16","PRDM16",FALSE,TRUE
"PRKAA1","PRKAA1",FALSE,TRUE
"PRKAA2","PRKAA2",FALSE,TRUE
"PRKAB1","PRKAB1",FALSE,TRUE
"PRKAB2","PRKAB2",FALSE,TRUE
"PRKAG1","PRKAG1",FALSE,TRUE
"PRKAG2","PRKAG2",FALSE,TRUE
"PRKAG3","PRKAG3",FALSE,TRUE
"PRKG1","PRKG1",FALSE,TRUE
"PRKG2","PRKG2",FALSE,TRUE
"RPS6KA1","RPS6KA1",FALSE,TRUE
"RPS6KA2","RPS6KA2",FALSE,TRUE
"RPS6KA3","RPS6KA3",FALSE,TRUE
"RPS6KA6","RPS6KA6",FALSE,TRUE
"RPTOR","RPTOR",FALSE,TRUE
"SIRT6","SIRT6",FALSE,TRUE
"SLC25A20","SLC25A20",FALSE,TRUE
"SLC25A29","SLC25A29",FALSE,TRUE
"SMARCA2","SMARCA2",FALSE,TRUE
"SMARCA4","SMARCA4",FALSE,TRUE
"SMARCB1","SMARCB1",FALSE,TRUE
"SMARCC1","SMARCC1",FALSE,TRUE
"SMARCC2","SMARCC2",FALSE,TRUE
"SMARCD1","SMARCD1",FALSE,TRUE
"SMARCD2","SMARCD2",FALSE,TRUE
"SMARCD3","SMARCD3",FALSE,TRUE
"SMARCE1","SMARCE1",FALSE,TRUE
"ZNF516","ZNF516",FALSE,TRUE
"BCR","BCR",FALSE,TRUE
"CBL","CBL",FALSE,TRUE
"CRK","CRK",FALSE,TRUE
"CRKL","CRKL",FALSE,TRUE
"CTBP1","CTBP1",FALSE,TRUE
"CTBP2","CTBP2",FALSE,TRUE
"GAB2","GAB2",FALSE,TRUE
"MECOM","MECOM",FALSE,TRUE
"RUNX1","RUNX1",FALSE,TRUE
"AKAP13","AKAP13",FALSE,TRUE
"ARHGEF1","ARHGEF1",FALSE,TRUE
"ARHGEF11","ARHGEF11",FALSE,TRUE
"ARHGEF12","ARHGEF12",FALSE,TRUE
"CCL3","CCL3",FALSE,TRUE
"CCL3L1","CCL3L1",FALSE,TRUE
"CCL3L3","CCL3L3",FALSE,TRUE
"CCL4","CCL4",FALSE,TRUE
"CCL4L1","CCL4L1",FALSE,TRUE
"CCL4L2","CCL4L2",FALSE,TRUE
"CCR1","CCR1",FALSE,TRUE
"CCR3","CCR3",FALSE,TRUE
"CCR5","CCR5",FALSE,TRUE
"CX3CL1","CX3CL1",FALSE,TRUE
"CXCL12","CXCL12",FALSE,TRUE
"CXCR2","CXCR2",FALSE,TRUE
"CXCR4","CXCR4",FALSE,TRUE
"GNA11","GNA11",FALSE,TRUE
"GNA12","GNA12",FALSE,TRUE
"GNA13","GNA13",FALSE,TRUE
"GNAO1","GNAO1",FALSE,TRUE
"GNB1","GNB1",FALSE,TRUE
"GNB2","GNB2",FALSE,TRUE
"GNB3","GNB3",FALSE,TRUE
"GNB4","GNB4",FALSE,TRUE
"GNB5","GNB5",FALSE,TRUE
"GNG10","GNG10",FALSE,TRUE
"GNG11","GNG11",FALSE,TRUE
"GNG12","GNG12",FALSE,TRUE
"GNG13","GNG13",FALSE,TRUE
"GNG2","GNG2",FALSE,TRUE
"GNG3","GNG3",FALSE,TRUE
"GNG4","GNG4",FALSE,TRUE
"GNG5","GNG5",FALSE,TRUE
"GNG7","GNG7",FALSE,TRUE
"GNG8","GNG8",FALSE,TRUE
"GNGT1","GNGT1",FALSE,TRUE
"GNGT2","GNGT2",FALSE,TRUE
"IL10RA","IL10RA",FALSE,TRUE
"IL10RB","IL10RB",FALSE,TRUE
"ITGAV","ITGAV",FALSE,TRUE
"PDGFRA","PDGFRA",FALSE,TRUE
"PTGER1","PTGER1",FALSE,TRUE
"PTGER2","PTGER2",FALSE,TRUE
"PTGER3","PTGER3",FALSE,TRUE
"PTGER4","PTGER4",FALSE,TRUE
"ROCK1","ROCK1",FALSE,TRUE
"ROCK2","ROCK2",FALSE,TRUE
"EBI3","EBI3",FALSE,TRUE
"FOXP3","FOXP3",FALSE,TRUE
"HSP90AA1","HSP90AA1",FALSE,TRUE
"HSP90AB1","HSP90AB1",FALSE,TRUE
"IL17A","IL17A",FALSE,TRUE
"IL17F","IL17F",FALSE,TRUE
"IL21","IL21",FALSE,TRUE
"IL21R","IL21R",FALSE,TRUE
"IL22","IL22",FALSE,TRUE
"IL23A","IL23A",FALSE,TRUE
"IL23R","IL23R",FALSE,TRUE
"IL27","IL27",FALSE,TRUE
"IL27RA","IL27RA",FALSE,TRUE
"IRF4","IRF4",FALSE,TRUE
"RARA","RARA",FALSE,TRUE
"RORA","RORA",FALSE,TRUE
"RORC","RORC",FALSE,TRUE
"RXRA","RXRA",FALSE,TRUE
"RXRB","RXRB",FALSE,TRUE
"RXRG","RXRG",FALSE,TRUE
"AP1B1","AP1B1",FALSE,TRUE
"AP1G1","AP1G1",FALSE,TRUE
"AP1G2","AP1G2",FALSE,TRUE
"AP1M1","AP1M1",FALSE,TRUE
"AP1M2","AP1M2",FALSE,TRUE
"AP1S1","AP1S1",FALSE,TRUE
"AP1S2","AP1S2",FALSE,TRUE
"AP1S3","AP1S3",FALSE,TRUE
"APOBEC3A","APOBEC3A",FALSE,TRUE
"APOBEC3A_B","APOBEC3A_B",FALSE,TRUE
"APOBEC3B","APOBEC3B",FALSE,TRUE
"APOBEC3C","APOBEC3C",FALSE,TRUE
"APOBEC3D","APOBEC3D",FALSE,TRUE
"APOBEC3F","APOBEC3F",FALSE,TRUE
"APOBEC3G","APOBEC3G",FALSE,TRUE
"APOBEC3H","APOBEC3H",FALSE,TRUE
"BST2","BST2",FALSE,TRUE
"CDC25C","CDC25C",FALSE,TRUE
"CFL1","CFL1",FALSE,TRUE
"CFL2","CFL2",FALSE,TRUE
"CUL1","CUL1",FALSE,TRUE
"CUL4A","CUL4A",FALSE,TRUE
"CUL4B","CUL4B",FALSE,TRUE
"CUL5","CUL5",FALSE,TRUE
"DCAF1","DCAF1",FALSE,TRUE
"ELOB","ELOB",FALSE,TRUE
"ELOC","ELOC",FALSE,TRUE
"LIMK1","LIMK1",FALSE,TRUE
"LIMK2","LIMK2",FALSE,TRUE
"RBX1","RBX1",FALSE,TRUE
"RNF7","RNF7",FALSE,TRUE
"SAMHD1","SAMHD1",FALSE,TRUE
"SKP1","SKP1",FALSE,TRUE
"TRIM5","TRIM5",FALSE,TRUE
"WEE1","WEE1",FALSE,TRUE
"WEE2","WEE2",FALSE,TRUE
"ACTC1","ACTC1",FALSE,TRUE
"ASPH","ASPH",FALSE,TRUE
"ATP1A1","ATP1A1",FALSE,TRUE
"ATP1A2","ATP1A2",FALSE,TRUE
"ATP1A3","ATP1A3",FALSE,TRUE
"ATP1A4","ATP1A4",FALSE,TRUE
"ATP1B1","ATP1B1",FALSE,TRUE
"ATP1B2","ATP1B2",FALSE,TRUE
"ATP1B3","ATP1B3",FALSE,TRUE
"ATP1B4","ATP1B4",FALSE,TRUE
"CACNA2D1","CACNA2D1",FALSE,TRUE
"CACNA2D2","CACNA2D2",FALSE,TRUE
"CACNA2D3","CACNA2D3",FALSE,TRUE
"CACNA2D4","CACNA2D4",FALSE,TRUE
"CACNB1","CACNB1",FALSE,TRUE
"CACNB2","CACNB2",FALSE,TRUE
"CACNB3","CACNB3",FALSE,TRUE
"CACNB4","CACNB4",FALSE,TRUE
"CACNG1","CACNG1",FALSE,TRUE
"CACNG2","CACNG2",FALSE,TRUE
"CACNG3","CACNG3",FALSE,TRUE
"CACNG4","CACNG4",FALSE,TRUE
"CACNG5","CACNG5",FALSE,TRUE
"CACNG6","CACNG6",FALSE,TRUE
"CACNG7","CACNG7",FALSE,TRUE
"CACNG8","CACNG8",FALSE,TRUE
"CASQ2","CASQ2",FALSE,TRUE
"FXYD2","FXYD2",FALSE,TRUE
"HRC","HRC",FALSE,TRUE
"MYH6","MYH6",FALSE,TRUE
"MYH7","MYH7",FALSE,TRUE
"MYL2","MYL2",FALSE,TRUE
"MYL3","MYL3",FALSE,TRUE
"MYL4","MYL4",FALSE,TRUE
"SLC8A1","SLC8A1",FALSE,TRUE
"SLC8A2","SLC8A2",FALSE,TRUE
"SLC8A3","SLC8A3",FALSE,TRUE
"SLC9A1","SLC9A1",FALSE,TRUE
"SLC9A6","SLC9A6",FALSE,TRUE
"SLC9A7","SLC9A7",FALSE,TRUE
"TNNC1","TNNC1",FALSE,TRUE
"TNNT2","TNNT2",FALSE,TRUE
"TPM1","TPM1",FALSE,TRUE
"TPM2","TPM2",FALSE,TRUE
"TPM3","TPM3",FALSE,TRUE
"TPM4","TPM4",FALSE,TRUE
"TRDN","TRDN",FALSE,TRUE
"APPL1","APPL1",FALSE,TRUE
"AREG","AREG",FALSE,TRUE
"EREG","EREG",FALSE,TRUE
"LEF1","LEF1",FALSE,TRUE
"MLH1","MLH1",FALSE,TRUE
"MSH2","MSH2",FALSE,TRUE
"MSH3","MSH3",FALSE,TRUE
"MSH6","MSH6",FALSE,TRUE
"PMAIP1","PMAIP1",FALSE,TRUE
"TCF7","TCF7",FALSE,TRUE
"TCF7L1","TCF7L1",FALSE,TRUE
"TCF7L2","TCF7L2",FALSE,TRUE
"ARID2","ARID2",FALSE,TRUE
"BRD7","BRD7",FALSE,TRUE
"GAB1","GAB1",FALSE,TRUE
"GSTP1","GSTP1",FALSE,TRUE
"IGF1R","IGF1R",FALSE,TRUE
"IGF2","IGF2",FALSE,TRUE
"PBRM1","PBRM1",FALSE,TRUE
"PHF10","PHF10",FALSE,TRUE
"TERC","TERC",FALSE,TRUE
"TXNRD1","TXNRD1",FALSE,TRUE
"TXNRD2","TXNRD2",FALSE,TRUE
"TXNRD3","TXNRD3",FALSE,TRUE
"ADCYAP1","ADCYAP1",FALSE,TRUE
"ADCYAP1R1","ADCYAP1R1",FALSE,TRUE
"CACNA1G","CACNA1G",FALSE,TRUE
"CACNA1H","CACNA1H",FALSE,TRUE
"CACNA1I","CACNA1I",FALSE,TRUE
"GUCY1A1","GUCY1A1",FALSE,TRUE
"GUCY1A2","GUCY1A2",FALSE,TRUE
"GUCY1B1","GUCY1B1",FALSE,TRUE
"KCNJ3","KCNJ3",FALSE,TRUE
"KCNJ5","KCNJ5",FALSE,TRUE
"KCNJ6","KCNJ6",FALSE,TRUE
"KCNJ9","KCNJ9",FALSE,TRUE
"MTNR1A","MTNR1A",FALSE,TRUE
"MTNR1B","MTNR1B",FALSE,TRUE
"NOS1AP","NOS1AP",FALSE,TRUE
"PER1","PER1",FALSE,TRUE
"PER2","PER2",FALSE,TRUE
"PER3","PER3",FALSE,TRUE
"RASD1","RASD1",FALSE,TRUE
"RPS6KA5","RPS6KA5",FALSE,TRUE
"FHIT","FHIT",FALSE,TRUE
"RARB","RARB",FALSE,TRUE
"RASSF1","RASSF1",FALSE,TRUE
"RET","RET",FALSE,TRUE
"STK4","STK4",FALSE,TRUE
"ABHD6","ABHD6",FALSE,TRUE
"CACNA1A","CACNA1A",FALSE,TRUE
"DAGLA","DAGLA",FALSE,TRUE
"DAGLB","DAGLB",FALSE,TRUE
"FAAH","FAAH",FALSE,TRUE
"GABRA1","GABRA1",FALSE,TRUE
"GABRA2","GABRA2",FALSE,TRUE
"GABRA3","GABRA3",FALSE,TRUE
"GABRA4","GABRA4",FALSE,TRUE
"GABRA5","GABRA5",FALSE,TRUE
"GABRA6","GABRA6",FALSE,TRUE
"GABRB1","GABRB1",FALSE,TRUE
"GABRB2","GABRB2",FALSE,TRUE
"GABRB3","GABRB3",FALSE,TRUE
"GABRD","GABRD",FALSE,TRUE
"GABRE","GABRE",FALSE,TRUE
"GABRG1","GABRG1",FALSE,TRUE
"GABRG2","GABRG2",FALSE,TRUE
"GABRG3","GABRG3",FALSE,TRUE
"GABRP","GABRP",FALSE,TRUE
"GABRQ","GABRQ",FALSE,TRUE
"GABRR1","GABRR1",FALSE,TRUE
"GABRR2","GABRR2",FALSE,TRUE
"GABRR3","GABRR3",FALSE,TRUE
"NAPEPLD","NAPEPLD",FALSE,TRUE
"SLC17A6","SLC17A6",FALSE,TRUE
