"key","Pathway","sc_NES","sc_FDR","sc_P","sc_genes","bulk_NES","bulk_FDR","bulk_P","bulk_genes","analysis","tested_in_both","sc_significant","bulk_significant","same_direction","shared_FDR005"
"neuroactiveligandsignaling","Neuroactive ligand signaling",1.36193393555025,0.240038796043656,0.0870395634379263,34,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"cellcycle","Cell cycle",0.836621136606311,0.933506143205236,0.827726410264133,138,-1.45249033234246,0.0174523083526419,0.00541021558931898,118,"within15",TRUE,FALSE,TRUE,FALSE,FALSE
"oocytemeiosis","Oocyte meiosis",1.01074579641271,0.657975460793627,0.435010315822885,83,-0.892785553062556,0.823406331889406,0.74381038647343,97,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"p53signalingpathway","p53 signaling pathway",0.902193173074802,0.797317307620759,0.634298265744353,59,1.60975498605947,0.0149168466000149,0.00452477680200452,64,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"ubiquitinmediatedproteolysis","Ubiquitin mediated proteolysis",1.16331469619495,0.382896000226398,0.178824244265532,127,-1.09345933382058,0.345962656264858,0.222569308863725,128,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"sulfurrelaysystem","Sulfur relay system",0.985379941774359,0.693535759596158,0.48445576447674,7,0.703292678811312,0.903185517385449,0.842973149559752,8,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"snareinteractionsinvesiculartransport","SNARE interactions in vesicular transport",-0.955485425779323,0.722896741463887,0.522205861397426,28,1.32860959558845,0.202748866469685,0.10948438789363,31,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"autophagyother","Autophagy - other",-0.938795636126857,0.742563259595414,0.55324118207817,29,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"mitophagy","Mitophagy",1.6703493502465,0.0131970176091592,0.00123371552720186,87,1.55764616223599,0.028233910102446,0.00941130336748199,60,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"autophagy","Autophagy",-0.773776937421439,0.983068414052616,0.962714932126697,145,1.09116523412749,0.430761759342442,0.307276721664275,122,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"proteinprocessinginendoplasmicreticulum","Protein processing in endoplasmic reticulum",0.794772987767759,0.959169942762061,0.907543231961837,149,1.68066788344986,0.000871881086633737,0.000159844865882852,149,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"lysosomebiogenesis","Lysosome biogenesis",1.13434977654387,0.401646574130399,0.192282255513702,199,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"endocytosis","Endocytosis",1.20625058739146,0.271791066757892,0.106641179366872,191,1.65168177828482,0.000266653388193451,3.37760958378371e-05,226,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"phagocytosis","Phagocytosis",1.42339060312226,0.0666694558168724,0.0141648985446613,146,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"peroxisome","Peroxisome",-0.811237663382167,0.929448830873147,0.821495850516776,55,1.10605717363677,0.42822735347798,0.304041420969366,71,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"efferocytosis","Efferocytosis",1.46232827506638,0.0837291563294089,0.0199242185033154,86,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"mtorsignalingpathway","mTOR signaling pathway",-1.1308506124821,0.405763079234022,0.198985343855693,107,1.13313910925565,0.358018696127231,0.238079322638146,128,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"pi3kaktsignalingpathway","PI3K-Akt signaling pathway",1.04602394898589,0.591109480223478,0.353326063249727,163,1.64153389391178,0.000215698295609204,2.51648011544072e-05,243,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"ampksignalingpathway","AMPK signaling pathway",-1.49083268219536,0.0595555101650529,0.011573947698859,87,0.95273957474437,0.694037600449627,0.566797373700529,106,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"integratedstressresponseisrsignalingpathway","Integrated stress response (ISR) signaling pathway",0.923177246743755,0.770762179498036,0.582984424719477,44,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"apoptosis","Apoptosis",1.4192757711137,0.0878536658070794,0.0219011971417082,108,1.91329982883187,1.56106982011824e-05,7.80534910059122e-07,127,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"longevityregulatingpathway","Longevity regulating pathway",-1.00660768296372,0.657975460793627,0.435703084161004,68,1.37502591797319,0.0961357308827531,0.0429406264609631,87,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"longevityregulatingpathwaymultiplespecies","Longevity regulating pathway - multiple species",0.756488107741777,0.948095808385998,0.856845288090039,42,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"apoptosismultiplespecies","Apoptosis - multiple species",0.823447982834219,0.874769878387171,0.731039983354718,27,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"ferroptosis","Ferroptosis",1.6003484234689,0.0741991453427196,0.0172360620909434,31,1.84436355323736,0.00261129771821932,0.000530963869371262,36,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"necroptosis","Necroptosis",1.64921767387979,0.019021873358151,0.00226322572533241,91,1.66510804848586,0.00295350730315682,0.000610391509319076,108,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"cellularsenescence","Cellular senescence",1.66657232939953,0.00924433225135605,0.000733261481693964,126,1.18094681371554,0.274501733445203,0.1648592397853,148,"within15",TRUE,TRUE,FALSE,TRUE,FALSE
"cardiacmusclecontraction","Cardiac muscle contraction",1.77466640021074,0.0219218119159319,0.00267036235803137,38,1.94049707741605,0.000330711567045533,4.51972474962229e-05,54,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"adrenergicsignalingincardiomyocytes","Adrenergic signaling in cardiomyocytes",0.856269476531401,0.874927188239034,0.733649993537547,71,1.39497754365023,0.0727208404170639,0.0305427529751668,101,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"vascularsmoothmusclecontraction","Vascular smooth muscle contraction",0.873413774295403,0.837204131671982,0.683044730655895,52,1.42301034317225,0.0691398768849259,0.0283473495228196,81,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"wntsignalingpathway","Wnt signaling pathway",0.860763665482573,0.877586776549852,0.738366211431462,85,0.693611577830197,0.98044313196595,0.957566125553411,109,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"notchsignalingpathway","Notch signaling pathway",-0.91824033704981,0.785681680620062,0.601677669131881,44,-0.974824643094113,0.627568146733952,0.504146411209608,46,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"hedgehogsignalingpathway","Hedgehog signaling pathway",-1.17388092439844,0.422310840591877,0.216551522817943,35,0.894696750067683,0.744868551246567,0.633138268559582,35,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"tgfbetasignalingpathway","TGF-beta signaling pathway",1.30611192847418,0.255543252214663,0.0961551079325504,58,1.04342381297586,0.525062911022152,0.400798022080243,61,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"axonguidance","Axon guidance",0.89586270878607,0.830316552504602,0.666729893778452,85,1.48509147868411,0.0210045502786698,0.0065814257539832,134,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"vegfsignalingpathway","VEGF signaling pathway",1.45640308850981,0.149557028989693,0.0436384532179557,38,1.3521269944854,0.158796143972544,0.0769558676028084,50,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"apelinsignalingpathway","Apelin signaling pathway",0.999486371480744,0.675877919023672,0.456168621889906,73,1.39725779791401,0.0713764875834079,0.0297402031597533,101,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"osteoclastdifferentiation","Osteoclast differentiation",1.65560501464074,0.019021873358151,0.00218133535660091,85,2.02161810300405,3.81258599088818e-06,1.30358131804545e-07,105,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"cornifiedenvelopeformation","Cornified envelope formation",1.49021941197485,0.110854241138543,0.0282631209701667,46,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"hipposignalingpathway","Hippo signaling pathway",0.992495615399851,0.678177737558926,0.47068993116696,79,1.02323873582772,0.548051442843178,0.4311338017033,115,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"hipposignalingpathwaymultiplespecies","Hippo signaling pathway - multiple species",-1.55346591157757,0.147462478166554,0.0426095545977011,14,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"focaladhesion","Focal adhesion",1.43508482133818,0.0878536658070794,0.0218627022299956,98,1.57829090790861,0.00525120409090639,0.00119027292727212,154,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"ecmreceptorinteraction","ECM-receptor interaction",-0.938932612285646,0.730349217449661,0.532671927846674,15,1.89943517745489,0.000417716683765045,6.26575025647567e-05,56,"within15",TRUE,FALSE,TRUE,FALSE,FALSE
"celladhesionmoleculecaminteraction","Cell adhesion molecule (CAM) interaction",1.34728328650541,0.22173449213826,0.0785178796523585,51,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"igsfcamsignaling","IgSF CAM signaling",1.71881970641986,0.00309122841249891,0.000157626377974449,147,,,,,"within15",FALSE,TRUE,FALSE,FALSE,FALSE
"integrinsignaling","Integrin signaling",1.41199274535382,0.153423264093583,0.0455575628181967,56,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"cadherinsignaling","Cadherin signaling",-1.07493846035098,0.511826281221114,0.281286964750414,134,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"adherensjunction","Adherens junction",1.16957830880992,0.41643209033656,0.208805892321731,63,1.19163370600244,0.316607244082781,0.198700951176199,64,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"tightjunction","Tight junction",1.35995599927702,0.147457107493156,0.0421902772147557,101,1.59683435179253,0.00724396702864087,0.00178684520039808,114,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"gapjunction","Gap junction",1.03841811257693,0.63562819935941,0.394859734587603,42,1.16118058622203,0.356999317009222,0.234429551502722,62,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"signalingpathwaysregulatingpluripotencyofstemcells","Signaling pathways regulating pluripotency of stem cells",-0.873332916576128,0.867015097903277,0.717190959172116,61,0.972984033333264,0.650425678652406,0.524676714112941,91,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"complementandcoagulationcascades","Complement and coagulation cascades",0.998646252148337,0.678162459145239,0.461314550616308,15,2.0924862287915,3.27332562433253e-05,2.18221708288836e-06,45,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"plateletactivation","Platelet activation",1.27431700219581,0.271791066757892,0.1070225447007,68,1.66336465902179,0.00433699589384306,0.000954139096645473,99,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"antigenprocessingandpresentation","Antigen processing and presentation",1.57090126510141,0.0702451252762021,0.0155215857550815,42,1.94264479659803,0.000144674331732701,1.59141764905971e-05,67,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"neutrophilextracellulartrapformation","Neutrophil extracellular trap formation",1.35889727181848,0.19150189831142,0.0613023073914744,63,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"reninangiotensinsystem","Renin-angiotensin system",0.688757667447965,0.948095808385998,0.850351784983062,8,0.857893331189167,0.765673096258256,0.661857713269797,14,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"tolllikereceptorsignalingpathway","Toll-like receptor signaling pathway",1.56978229657261,0.0557953715512825,0.0104319958141208,62,1.79016845962122,0.00130540357249089,0.00024802667877327,79,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"nodlikereceptorsignalingpathway","NOD-like receptor signaling pathway",1.01295015589836,0.657975460793627,0.427510877171631,126,1.82847667974574,7.01258376983046e-05,6.5450781851751e-06,140,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"rigilikereceptorsignalingpathway","RIG-I-like receptor signaling pathway",1.06829248089105,0.591109480223478,0.352691265513665,45,1.12454776906753,0.409832394387897,0.288248784052821,48,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"cytosolicdnasensingpathway","Cytosolic DNA-sensing pathway",1.27137325688628,0.309761082265552,0.128116481616914,49,1.59561621606007,0.0307867654586373,0.0105701228074655,43,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"ctypelectinreceptorsignalingpathway","C-type lectin receptor signaling pathway",1.77149186087481,0.0092981977688343,0.000816555611427375,72,1.79842720924149,0.000424019775207609,6.50163655318334e-05,96,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"jakstatsignalingpathway","JAK-STAT signaling pathway",1.49990148371963,0.0702451252762021,0.0154343718979154,78,1.74384511767354,0.000534213720177444,8.72549076289825e-05,115,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"hematopoieticcelllineage","Hematopoietic cell lineage",1.23142593501673,0.375704988219687,0.166033932471023,42,2.32631320647423,1.01379873049298e-08,1.35173164065731e-10,73,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"naturalkillercellmediatedcytotoxicity","Natural killer cell mediated cytotoxicity",2.1074543572367,6.77681951144806e-05,2.08983516667159e-06,73,1.44859888567011,0.0489033450503151,0.018420259968952,94,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"il17signalingpathway","IL-17 signaling pathway",1.31129370553405,0.255543252214663,0.0962811686814454,53,2.05169608233521,2.32036624407107e-05,1.3148742049736e-06,68,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"th1andth2celldifferentiation","Th1 and Th2 cell differentiation",1.96406194637926,0.00120307851844155,5.11223166476581e-05,61,1.83823280331253,0.000524784815992789,8.39655705588463e-05,80,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"th17celldifferentiation","Th17 cell differentiation",1.79955932226626,0.00736728140903208,0.000438280197137886,75,2.03914503766541,3.81258599088818e-06,1.397948196659e-07,96,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"tcellreceptorsignalingpathway","T cell receptor signaling pathway",1.49538897107165,0.0595555101650529,0.0113558583784456,102,1.391708418244,0.0795582381446867,0.0339448482750663,96,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"bcellreceptorsignalingpathway","B cell receptor signaling pathway",1.73534858205535,0.019021873358151,0.00223971542439314,55,1.61006416263374,0.0141258404327544,0.00414357986027463,68,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"fcepsilonrisignalingpathway","Fc epsilon RI signaling pathway",1.44345288205678,0.145171883873985,0.0411251795677012,46,1.41998466424943,0.088316358641178,0.038187559668062,61,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"fcgammarmediatedphagosomeformation","Fc gamma R-mediated phagosome formation",1.031786634327,0.6362493420103,0.401884034432353,67,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"tnfsignalingpathway","TNF signaling pathway",1.18937819269261,0.38265771666218,0.170353912077448,83,1.96558332014345,2.95120150005264e-05,1.86909428336667e-06,97,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"leukocytetransendothelialmigration","Leukocyte transendothelial migration",1.50226433215868,0.0840665354732102,0.0202426501847673,61,1.6609222174347,0.00669193631259631,0.00156145180627247,83,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"intestinalimmunenetworkforigaproduction","Intestinal immune network for IgA production",1.76445346461255,0.0372804080160734,0.00591417237648756,14,1.63855800275853,0.0254014018534339,0.0082131199326103,34,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"circadianrhythm","Circadian rhythm",-0.746788196675215,0.948095808385998,0.853437278525868,27,1.54615771705397,0.0656512127635593,0.0264793224813022,24,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"circadianentrainment","Circadian entrainment",1.64239907479901,0.0519278201272998,0.00956177991012603,39,1.21953627484234,0.283328843141582,0.171886164839226,58,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"thermogenesis","Thermogenesis",1.92270578612596,4.26504203577596e-05,1.08740448504203e-06,168,1.77576585442133,4.931029881716e-05,4.10919156809667e-06,178,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"longtermpotentiation","Long-term potentiation",1.22179694982547,0.38265771666218,0.175172182093062,42,1.20356307215466,0.309994153583746,0.193229689067202,50,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"synapticvesiclecycle","Synaptic vesicle cycle",1.14819610992515,0.485000997772854,0.258300814677894,32,2.06207755723278,6.08870722327606e-05,5.47983650094846e-06,46,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"neurotrophinsignalingpathway","Neurotrophin signaling pathway",1.2054627942541,0.352730419431303,0.15288315629742,85,1.0743593988954,0.464623146276137,0.3407236406025,104,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"retrogradeendocannabinoidsignaling","Retrograde endocannabinoid signaling",1.75661895306174,0.0111432581822352,0.00101015371623662,68,1.93187441769246,4.69031642975877e-05,3.59590926281506e-06,100,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"glutamatergicsynapse","Glutamatergic synapse",1.4806998167181,0.124467917497714,0.034554832619762,41,1.24459946637147,0.243676918856519,0.140520356540593,68,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"cholinergicsynapse","Cholinergic synapse",0.948971393197526,0.738016862264658,0.54567252422401,56,1.5311203623334,0.028233910102446,0.00937135789548795,75,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"serotonergicsynapse","Serotonergic synapse",1.38963279518414,0.214272497517827,0.0728405090712158,36,1.53586973058969,0.0341077907247021,0.0120514193893948,63,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"gabaergicsynapse","GABAergic synapse",1.39528558248513,0.218238742075581,0.0754944524843222,29,1.52114524035234,0.0469130027431263,0.0173578110149567,51,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"dopaminergicsynapse","Dopaminergic synapse",1.13187748686946,0.474615467355061,0.250080671184253,72,1.25770676848629,0.209502645392759,0.115028564766235,90,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"longtermdepression","Long-term depression",0.566667925052026,0.992803874423333,0.984366447728517,33,0.83932452080035,0.809315002456684,0.725355528889116,43,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"olfactorytransduction","Olfactory transduction",0.956062703967022,0.722896741463887,0.518710870802504,17,1.18924815381247,0.358018696127231,0.236557961085229,25,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"tastetransduction","Taste transduction",-1.72638258161694,0.0643123057692403,0.0131175241229045,12,1.06336463165189,0.508145053399088,0.384496423738643,23,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"phototransduction","Phototransduction",1.58226489267756,0.117842865771723,0.0310464207273946,8,0.711674756293432,0.903185517385449,0.84174171548483,14,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"inflammatorymediatorregulationoftrpchannels","Inflammatory mediator regulation of TRP channels",0.992573194343221,0.678162459145239,0.463384512683578,47,1.27064325739374,0.211451152022635,0.117707807959267,70,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"regulationofactincytoskeleton","Regulation of actin cytoskeleton",1.082023706734,0.536465614386183,0.299387325875575,124,1.37023903564891,0.0530339535657021,0.0203296822001858,169,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"motorproteins","Motor proteins",0.844980109585478,0.897557711609234,0.774243233898092,91,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"cytoskeletoninmusclecells","Cytoskeleton in muscle cells",1.20158224195624,0.372362330712045,0.16350187325883,78,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"insulinsignalingpathway","Insulin signaling pathway",-0.90913762489925,0.833557836190766,0.677708495713172,99,1.08273935050034,0.451281717542969,0.323418564239128,116,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"insulinsecretion","Insulin secretion",0.723525835989514,0.958790792001467,0.880023276511262,32,1.55245486624043,0.0321502913248867,0.0111454343259607,56,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"gnrhsignalingpathway","GnRH signaling pathway",1.18926264579089,0.404324342463577,0.197007894911431,51,1.31899274687906,0.162884802540593,0.0798135532448906,73,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"ovariansteroidogenesis","Ovarian steroidogenesis",-0.730641466128417,0.924844813116945,0.814806620054872,11,1.30762100777822,0.229861006552304,0.129488367024465,26,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"progesteronemediatedoocytematuration","Progesterone-mediated oocyte maturation",0.683459032690449,0.983068414052616,0.957828184069874,63,-0.856249762604491,0.86686602629567,0.800406297613002,76,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"estrogensignalingpathway","Estrogen signaling pathway",-1.01992628598998,0.645432333283549,0.409566126502875,68,1.30013676083316,0.169913953223911,0.0838242169237962,87,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"melanogenesis","Melanogenesis",0.951769214301754,0.730349217449661,0.533796311903718,41,1.03001986658707,0.544767639629729,0.423102866779089,68,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"prolactinsignalingpathway","Prolactin signaling pathway",1.09362776743024,0.557175874480366,0.318837185963269,45,1.15554936298795,0.362234626818671,0.24613863832942,56,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"thyroidhormonesynthesis","Thyroid hormone synthesis",-1.02132056379158,0.654256975680259,0.417388326239053,37,1.38147677425885,0.134573221440992,0.0628008366724629,48,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"thyroidhormonesignalingpathway","Thyroid hormone signaling pathway",-0.794833396619697,0.959169942762061,0.890108090402882,88,0.826778080097665,0.866812816417274,0.794832443823442,102,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"adipocytokinesignalingpathway","Adipocytokine signaling pathway",-0.952044726876593,0.734661604960375,0.54045954045954,48,1.56062704749505,0.0286049791733748,0.00963034298836951,57,"within15",TRUE,FALSE,TRUE,FALSE,FALSE
"oxytocinsignalingpathway","Oxytocin signaling pathway",1.17396460173547,0.402467783080587,0.193823011681869,77,1.36191599609371,0.0930178388116804,0.0409278490771394,110,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"glucagonsignalingpathway","Glucagon signaling pathway",-0.915092568865039,0.797317307620759,0.634553058024046,68,1.1666969846322,0.341026779384626,0.217120382874879,78,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"regulationoflipolysisinadipocytes","Regulation of lipolysis in adipocytes",-1.47562927105742,0.162307291887476,0.0491979609970537,24,1.40701524167449,0.134900387579659,0.0634529089143727,35,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"reninsecretion","Renin secretion",0.973348071539348,0.700327564894932,0.495982694684796,30,1.32018700602772,0.195930221948603,0.105149219112417,40,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"aldosteronesynthesisandsecretion","Aldosterone synthesis and secretion",1.04989116559574,0.613621455695822,0.377212056334259,45,1.54795137269338,0.028233910102446,0.00925078294386895,68,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"relaxinsignalingpathway","Relaxin signaling pathway",1.42202535368191,0.131576607392752,0.0369010881923014,67,1.61854167112827,0.00720730972939397,0.0017537787008192,96,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"cortisolsynthesisandsecretion","Cortisol synthesis and secretion",-0.937964328762942,0.739509561732961,0.548871119473189,26,1.55966806663579,0.0435043119627532,0.0159515810530095,41,"within15",TRUE,FALSE,TRUE,FALSE,FALSE
"parathyroidhormonesynthesissecretionandaction","Parathyroid hormone synthesis, secretion and action",1.2574211356521,0.309173570144454,0.126997642127325,60,1.41665817776291,0.0708893305858969,0.0293009233088374,83,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"gnrhsecretion","GnRH secretion",-1.1467786164367,0.474667961932141,0.251452999663769,31,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"typeiidiabetesmellitus","Type II diabetes mellitus",-1.52990290321689,0.121691858923362,0.0329381998781802,25,1.4886607305881,0.0775557077602056,0.0328319162851537,36,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"insulinresistance","Insulin resistance",-1.39757169687374,0.122946414169995,0.0337841421373641,75,1.28003676644285,0.183166468088133,0.096032189040841,91,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"nonalcoholicfattyliverdisease","Non-alcoholic fatty liver disease",1.80599928594779,0.00205118291643647,9.29714636345142e-05,121,,,,,"within15",FALSE,TRUE,FALSE,FALSE,FALSE
"ageragesignalingpathwayindiabeticcomplications","AGE-RAGE signaling pathway in diabetic complications",1.30941677439695,0.25059199725626,0.0922860046552798,59,1.61100202085045,0.00988657560518092,0.00266937541339885,81,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"cushingsyndrome","Cushing syndrome",-0.925190754019849,0.788650277483056,0.612153473173817,73,1.05382208501726,0.497085618332825,0.374471165810728,112,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"growthhormonesynthesissecretionandaction","Growth hormone synthesis, secretion and action",1.1102907589864,0.510072339084917,0.277433113609926,71,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"alcoholicliverdisease","Alcoholic liver disease",-1.07126319437114,0.547848274410774,0.309865951742627,81,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"typeidiabetesmellitus","Type I diabetes mellitus",1.48603794985844,0.180568680946012,0.0567793869263665,15,1.93502896096357,0.000589935313692321,0.000100289003327695,41,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"aldosteroneregulatedsodiumreabsorption","Aldosterone-regulated sodium reabsorption",1.32315803532085,0.309173570144454,0.126626131221719,20,0.663900321761972,0.953071284763309,0.918125337655321,28,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"endocrineandotherfactorregulatedcalciumreabsorption","Endocrine and other factor-regulated calcium reabsorption",1.23207487617269,0.392865736133596,0.184747060051493,26,0.901872318558535,0.743598595469799,0.622144158209732,37,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"vasopressinregulatedwaterreabsorption","Vasopressin-regulated water reabsorption",-0.721278256513142,0.959169942762061,0.896815470463729,32,1.36037749711004,0.173770024001778,0.0874642454142284,35,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"proximaltubulebicarbonatereclamation","Proximal tubule bicarbonate reclamation",1.25983864058427,0.404324342463577,0.196828083603179,10,0.544357159176919,0.986559876039748,0.972785393387859,16,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"collectingductacidsecretion","Collecting duct acid secretion",1.3331172577226,0.314566641964493,0.131886297480864,15,1.77958439635597,0.0095430125989455,0.00251299331772231,17,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"salivarysecretion","Salivary secretion",1.08303952638298,0.581987254868798,0.336332577884518,37,1.09357954975828,0.453502043558591,0.330362492510485,52,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"gastricacidsecretion","Gastric acid secretion",1.16473799118245,0.459144950705834,0.239987677141097,32,1.14248541177964,0.378140503893077,0.262724871052963,49,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"pancreaticsecretion","Pancreatic secretion",1.2809992356429,0.313993489411847,0.130756495590769,39,1.39909867241769,0.104605133209649,0.0477696774990733,56,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"carbohydratedigestionandabsorption","Carbohydrate digestion and absorption",-1.09492444838545,0.561489593475557,0.322896281800391,23,0.830502149028077,0.80850302309826,0.719567690557452,27,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"proteindigestionandabsorption","Protein digestion and absorption",1.21101031968408,0.418684145735919,0.21146042835468,21,1.31361155896178,0.193142416036041,0.103009288552555,46,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
